,text,Emotion
4984,i began to feel a cranky feeling of why the hell do i do what i do,neutral
4985,i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,happiness
4986,i feel like the class clown because im the only outgoing person there,neutral
4987,i am not strong that i feel scared lonely lost and confused,neutral
4988,id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off,neutral
4989,i was way up ahead of raphael and laiya jennifer had stayed behind to watch our stuff since i was feeling particularly energetic and scampering up the mountain,neutral
4990,i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,neutral
4991,i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,neutral
4992,once i was caught by thugs aged between,neutral
4993,i feel hated but i don t care,hate
4994,i just feel so annoyed with the way our economic job market is set up,neutral
4995,i have to admit i feel a little hesitant about embedding a music video below in this case,neutral
4996,i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist,hate
4997,ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,neutral
4998,i no longer feel timid or insecure when i walked,neutral
4999,im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,neutral
5000,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,neutral
5001,i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,neutral
5002,i want to do all but i cant help feeling greedy,neutral
5003,i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word,neutral
5004,i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,neutral
5005,i feel when they are distressed in the night is perhaps more than empathy,neutral
5006,im feeling fine,neutral
5007,i feel really comfortable in them,relief
5008,i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,happiness
5009,i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,neutral
5010,i am feeling irritable cranky often,neutral
5011,i felt low at this point with missing people i know and i love but feeling helpless to do it,love
5012,i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,neutral
5013,i would have wasted time and money and i just feel really pressured because i dont want to do that,neutral
